comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"you are a liar , you are changing and stealing turkish history . please stop what you doing . regards",1,0,0,0,0,0
"Todd, you're a dumbass.",1,0,1,0,1,0
"But that doesn't have much to do with how bad the movie itself is. This is a list of movies with the poorest quality, not the worst snowball effect.74.111.124.39",0,0,0,0,0,0
THE PERSONG SITTING TO MY RIGHT IS A STINKY VAGINA FACE,1,0,1,0,1,0
FUCK OFF THE LOT OF YOU. CRAZY BASTARDS THAT IS ALL YOU ARE.,1,0,1,0,1,0
"You currently appear to be engaged in an edit war. Note that the three-revert rule prohibits making more than three reversions on a single page within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content that gains a consensus among editors. If necessary, pursue dispute resolution. –",0,0,0,0,0,0
""" Welcome Hello and welcome to Wikipedia! We appreciate encyclopedic contributions, but some of your recent edits, such as the ones to the page Rabbit-Proof Fence (film), do not conform to our policies. For more information on this, see Wikipedia's policies on vandalism and limits on acceptable additions. If you'd like to experiment with the wiki's syntax, please do so in the """"sandbox"""" rather than in articles. If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly. You may also find the following pages useful for a general introduction to Wikipedia. The five pillars of Wikipedia Help pages Tutorial I hope you enjoy editing and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of User talk:HiLo48my talk page if you want to get in touch with me. Again, welcome! """,0,0,0,0,0,0
"The article clearly cannot meet the GA standard, and you have a record of inappropriate GA and FA renominations. chen7754",0,0,0,0,0,0
"It was anonymous on accident, and FYI, I'm not a troll moron. 23:54, 11 Sep 2004 (UTC)",1,0,0,0,0,0
""" Fix the redirects FIX THE DOUBLE REDIRECTS FROM THIS EXAMPLE OF WHAT A TOTAL SCREW UP YOU ARE. and stay out of Charmed pages... I've spent six weeks of my free time trying to pick up the mess you created when fucking up the merge of these pages. FYI, had you not screwed up our coverage here, I wouldn't have seen so much of the series, so in a way I owe you thanks. Nonetheless, Pray, Really Pray we never meet face to face, for you won't enjoy the common sense I pound into your sorry and foolish ass. In between, study IAR... you seem to have missed the lesson. And get some consideration for others time spent. Raping their GF efforts that took hundreds of man-months because you aren't mature enough to know when not to apply a rule or two really shows how unqualified you are to be editing here, much less be an admin. Fortunately, you can find most of them using . // nkB """,1,0,0,0,0,0
""" RHawoth Hello RHawoth, mother fucker boy of wikipedia Talk """,1,0,1,0,1,0
", SUCK MY VAGINA WIKIPEDIA",1,0,1,0,1,0
dont try to spook me you dick!,1,0,1,0,1,0
"If your intention is to follow any single posts I make and provoke me, you won't obtain any results from that. I will ignore your last warning because there is absolutly nothing remote to what could be constituted as warning material. Having administrative privilages doesn't give you the right to throw peoples warning like this. In my book you don't fit to administratorship and I am confident that more you distribute such empty warnings and more it will become clear as it is a matter of time. But what was I expecting, when an administrator retaliate for a critic of himself and sign an RfC in which he was not involved in anyway or ban another member because he criticised him/her and didn't left another administrator handle it, obviously there is something wrong. Stop searching bugs, I have no problem being watched over and will gladly welcome any administrators to pay attention to my conducts, but out of respect to veterans here many who are registered before even you came here, at least you should leave them tell you step down and leave another administrator handle the situation. You are taking this matter too personally, and consider that you don't have to do that everytime some criticize your use of administrative privilages. (ix)",0,0,0,0,0,0
""" I got the confusion ..... When I imported the IUPAC name of tramadol without R/S nomenclature and drawed the wegde and dash notation ... the draw was rotated so the R/S nomenclature switched while the original draw of Tramadol gives me your nomenclature & but I have a QUESTION what if the original Tramadol structure was that rotated one ?? then the nomenclature theory would be just a scratch !!""",0,0,0,0,0,0
"Bloody Idiot You Bloody Freak, Do not Bicker and Sulk... My Name is Amanbir Singh, And I can take you at all levels...",1,1,1,0,1,0
""" """"Father of the Nation"""" in infobox I don't want to start an edit war, so to reply to your last comment... the title wasn't given by a government since the government wasn't even formed yet. It was given by his fellow Mohammedzai loyalists who had influence over Karzai. There was no vote on this, it was just proceeded by his loyalists and family and everyone sort of went on with you. This title didn't have a function for him, other than providing him with a luxurious life in Kabul from the money provided by Western countries to the people of Afghanistan. But main point, is that it was not given to him by a republican government, a real government was at that time. """,0,0,0,0,0,0
"Janurary 6, 2015 Stop posting rumors about the rapper or his label",0,0,0,0,0,0
Islam and anti-Semitism Excellent work! We must stamp out this Yehudi bias!,0,0,0,0,0,0
""" November 2008 Please do not vandalize pages, as you did with this edit to David Vickers. If you continue to do so, you will be blocked from editing. """,0,0,0,0,0,0
":SAT Game For Dummies A tag has been placed on SAT Game For Dummies, requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising that only promotes a company, product, group, service or person and would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. If you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. To do this, please add on the top of SAT Game For Dummies and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from independent reliable sources to ensure that the article will be verifiable. Feel free to leave a note on my talk page if you have any questions about this.",0,0,0,0,0,0
""" Oh I get it, """"finished with"""" unless your incredibly apparent bias looking back at your contribs is overturned. Wikipedia is at the mercy of cabals led by admins like you and is frankly so much rubbish. What a bloody shower you all are. """,1,0,0,0,0,0
""" You're an idiot per usual, but I'll oblige. http://www.marinij.com/marin/ci_6527722 http://cbs5.com/localwire/localfsnews/bcn/2007/08/02/n/HeadlineNews/PORN-ARREST/resources_bcn_html It's SO HARD to google, right? Anyways, I totally don't see why arrests of pedophile activists stemming from the activities of an anti-pedophile activism website would be covered in this article. It makes completely no sense that an article regarding anti-pedophile activism would cover the activities of anti-pedophile activists. No, all that information should be removed and more should be added to the criticism section! Yay! Oh, and before anyone beats me to it... """"Wah wah, don't be mean!"""" """,1,0,0,0,0,0
"""Oh my god!! You did this much vandalism?! 777 """,1,0,0,0,0,0
"No, really, good job.",0,0,0,0,0,0
"Alison is a douche Hippie, who needs to get her Irish bum a drink. GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!GO BUSH GO MCCAIN GO BUSH GO MCCAIN! VIVA LA REPUBLICAN!!!",1,0,1,0,1,1
""" Please do not vandalize pages, as you did with this edit to Milo Ventimiglia. If you continue to do so, you will be blocked from editing. (talk) """,0,0,0,0,0,0
""" Are you, like, nuts? Telling the Irish that they are British and live in what British rightwing nutjobs term the """"British Isles"""" is about as obtuse as the British can get. That British viewpoint is clearly the minority viewpoint, a term which reflects the inability of a certain British underclass to get over the rapid decline of British power and prestige in the past 80 years. And if you are so sure that it is a """"minority viewpoint"""" in Ireland, then perhaps you'll find this term plastered all over the place by Irish politicians and media, not to mention official government statements supporting its use and the incorporation of this term in international treaties between the government of Ireland and your own government? Oh, guess what! It's nowhere to be seen. Wow, I wonder why. 86.42.71.111 """,1,0,0,0,0,0
Get off your fucking high horse. I'm not a newcomer. Please just piss off from my user talk page and go admin abuse someone else.,1,1,1,0,1,0
"I'm probably getting inked later this month, and I intend to take pictures. I can add one if others think it's a good idea.",0,0,0,0,0,0
""" Edit staging 1/17 ...that the effects of trauma on memory can be seen by the post-surgical results of HM, a patient who can no longer form any new Long-term memories? new article created by User:ViMITgirl, nom by ...that the New York City Sheriff's Office, once responsible for criminal investigations and running the city's jails, now performs such tasks as enforcing parking tickets and collecting unpaid judgments? new article created by User:SGT141, nom by McKinley, Jesse. """"F.Y.I."""", The New York Times, November 27, 1994. Accessed January 21, 2008. """"Established in 1626, the Sheriff's office in Manhattan and its equivalents in the other boroughs served as a major part of the patchwork of law-enforcement agencies that existed before the city's consolidation in 1898. After that, the new New York City Police Department took over the responsibility for criminal investigations and arrests. As recently as 1942, the Sheriff was also responsible for manning and administering the city's jails, a duty now carried by the Department of Correction. Today, the sheriff's primary duties are enforcing court-ordered judgments and fines, including unpaid parking tickets and littering fines, and collecting judgments from reluctant losers in private lawsuits, said John George, the Sheriff's executive assistant. """" References """,0,0,0,0,0,0
sources There is not a single source listed. How can anyone believe this shit.,1,0,0,0,0,0
""":Let me first of all set the record straight about the history of the relationship between myself and User:Jza84. On his talk page Jza84 states 'I hardly know the editor bar an passing in a discussion from time to time'. As Mangojuice notes on that same page, 'Jza clearly knows Enaidmawr is a long-time established editor here; Jza interacted with Enaidmawr as early as November 2007, over 6 months before Jza became an admin.' That interaction was courteous and constructive and repeated on a number of occasions. I wouldn't claim that we were regular collaborators, but collaborate we did, and if somebody had aske me, before this incident, 'do you know this editor and do you have a good working relationship with him?' I would have replied in the affirmative, without hesitation. The only real """"edit conflict"""" I had with him prior to this was in February of this year, at British Day. This was resolved civilly and without rancour, although I have to admit that I found his attitude at the time patronising - """"A lesson would be it took all of five minutes to strengthen the article up with a few references."""" - and felt that the zealousy with which he reacted to my edits - an effort to bring balance to a biased account, in my opinion, for what it's worth - whilst ignoring a number of dubious and unsourced statements and peacock terms for the opposing view of the subject, was unbalanced. However, I refrained from comment (see Brit Day in his talk page archive). 'Everybody is entitled to their views', I said to myself, and moved on. I'll admit that I tended to avoid him after that as I had no wish to get embroiled in anything: I've got better things to do. I could have responded to this comment on Talk:Newport which I found to be deeply insulting to all Welsh people: saying that Daicaregos was 'an advocate of """"Welsh nationality"""" (which doesn't exist, verifiabily)(). That statement left me with the indelible impression that Jza84 denied the nationality of myself and all Welsh people. I thought that was a very hurtful comment and completely unnecessary and I am sure that most Welsh people would feel the same way. However, once again I did not respond even though I was part of that discussion and was sorely tempted to do so: 'Ignore it', I told myself. Shortly later I became aware of a series of edits by Jza84 removing Welsh nationality and replacing it with 'British' on a number of articles on my watchlist; amongst them was the article on Dafydd Wigley, Plaid Cymru's senior statesman. Rightly or wrongly, I was by then convinced that Jza84 had a personal agenda on this matter. I reverted some edits and ignored others not on my watchlist as I genuinely did not want to get involved in a dispute (and no, it had nothing to do with his admin status). However, when I saw his edit to Template:Welsh kingdoms, also on my watchlist, I will admit that I was incensed. I reacted with less tact than I should have done, I admit. I reverted his edit. Changing 'Welsh kingdoms' to the woefully incorrect and insulting 'Brittonic petty kingdoms of Wales' seemed to me to confirm my impression of him: it basically de-Cymricised the major kingdoms of medieval Wales, which have a central place in our history and identity, used a term which is both incorrect and open to misinterpretation by the general reader (not everyone is aware of the meaning of the rather obsolete and affected term 'petty kingdom'). He than undid my edit and came up with the wording 'Ancient kingdoms of Wales', which is again quite simply incorrect ('medieval' is not 'ancient'). Then I read his """"explanation"""" on the talk page. Quite frankly I thought he was taking the mickey. It also confirmed me in my opinion that he had an agenda of denying the Welsh people their identity (quote: 'What exactly are the Welsh kingdoms? Kingdoms inhabited by the Welsh? Well, no, the Welsh are a modern nation who live in Wales. Are they subdivisions of Wales? Well, also no, these kingdoms pre-date Wales by centuries (Wales was a concept of the future!'). 'What fools historians, Welsh and others, have been to refer to such icons of Welsh history as Llywelyn the Great as Welsh (and his court poets who praised him as 'King of the Welsh' etc.)', I said to myself. At that point I should have taken a deep breath and walked away to make a coffee, count to several thousand and then respond. But I did not, and the result is this. That sets the record straight. I've already apologised for any offense I may have caused and given my opinion of Jza84's decision. I write this to let my peers who have commented and acted on the matter get the 'history' behind this incident from my point of view. I do not intend to respond here to other things which have been said or implied here and at Jza84's page about",0,0,0,0,0,0
"Hello, Who are you? I did NOT do anything to you, also btw I see your IP Address shows in your comment. What did I do? How dare you be rude to me, I don't say rude things to you. Why did you say I should go to Jail? You know I just realized you are BWCNY.",1,0,0,0,0,0
""" Bigger than, Biggest ever, etc. This is not about who is bigger than. This is about the municipality. Not about the metro area. That is another topic. Not about the province. That is another article. Not about Greece. That is another article. Not about the EU. That is another article. We would like to concern ourselves to Thessaloniki city only. If you would prefer to maintain the higher level articles on the metro area, I am sure the editors would welcome you there. We are not trying to """"compete"""" with them nor duplicate what justly belongs in their article and justly does not belong here. """,0,0,0,0,0,0
If you go to www.quotationspage.com and search for Douglas Adams you'll find tons of quotes.,0,0,0,0,0,0
", even though they are the worst thing to come out of Satan's anus",1,0,0,0,1,0
which one you faild the exams or the names? I've heard that bulgarian women don't wash...errr that's stinky smelling bad..,1,0,0,0,1,1
""" I've seen several articles that use """"was"""" for TV shows no longer on the air; are they all wrong, too? Don't be a jerk. """,1,0,1,0,1,0
"This is a legitimate protest to RSK page deletion. Please read this entire paragraph unbiased. This is a legitimate protest to a deletion. How dare you. WoodysGamertag is a reputable channel on youtube with a real RAPE SQUAD KILLERS squad. This squad is essentially a squad where they prank call people pretending to buy items for a rape. Its funny, not vandalism. The offical wiki page is a way for viewers of WoodysGamertag to learn the origin of the squad and its history with prank calls. Please respect peoples varied interests and views. Thank you.",0,0,0,0,0,0
""" LOL Look at all the time you have wasted demanding that I produce proof of YOUR accusations, LOL You're so good at """"tracking me down"""" but you can't get in touch with any of these other people to verify what I say. Already told you there is no point showing you proof because you refuse to accept it and just use everything to carry on your ranting. Point is, no one cares about any of this. You are just a pseudo-intellectual bully who thinks he is clever. Ain't so, brother, LOL Ashida Kim""",1,0,0,0,0,0
"Be advised, he vandalized California Valley, CA too. Please block. (not logged in) 11 August 2007",0,0,0,0,0,0
"WHAT? That's past stuff. Stop being an instigator, , or I will consider you for a THIRD personal attack today.",1,0,0,0,0,0
""" HEY!!!! What the HECK do you think """"Watch this page"""" means?! I didn't have anything with the recent vandalism and personel attacks on my account. Guess what? I am just here to freaking edit stuff in a good way. when you idiots screw it up by blaming me for something I didn't do, i get pissed! Now what the hell is going on here?!?!""",1,0,0,0,0,0
""" WRONG retard, The good ending is not the canon ending. Wheeler only said that no one knows what happened to Cybil. She could have simply sneaked back into town, backed up her belongings and fled town to start a new life. If you had paid attention while playing SH: Homecoming, you would have learned that Wheeler said that The Order is one to bear a grudge. They don't take kindly to people that don't share their beliefs. And they are known to have the ability to track people down. And in the translated book of memories, Silent Hill Hiroyuki Owaku stated that Cybil's fate is """"left to players' imaginations"""". Also, SH4 revealed that SH2 protagonist James Sunderland disappeared when he went to Silent Hill. Does that mean he died too? NO, not at all. PLEASE pay attention when you play video games. Thank you. ;)""",1,0,0,0,0,0
Ordinary but slightly stupider than ordinary people ) hence the stupid article full of stupid false info and propaganda.,1,0,0,0,1,0
"Silly is you who supports his wife and kids at the expense of laundering something that is poisonous to other families. Your family must be really proud of you. Your recent comments only further prove that you are a bought-out shill, who has no dignity and will launder anything for money... to support his family. But there are other, more dignifying, means to put your ph.d towards, mr. 'medicinal' chemist. I wonder why you emphasize 'medicinal'. Perhaps because you could never get an MD. ) LOL at 'medicinal' chemist. Btw, it's called serotoninergic 5-HT1A receptor.",1,0,0,0,0,0
""" Please do not vandalize pages, as you did with this edit to Asli Bayram. If you continue to do so, you will be blocked from editing. . """,0,0,0,0,0,0
"Hi Tawker! First, congratulations on the mop and broom. Second, thanks for the note on the scanner. I'm not sure what is up with those Saudi IPsthey seem to be part of a range but I don't know if security is still compromised there or not (obviously it was a month ago since squidward was able to use several of them). I unblocked two of the IPs as a courtesy to the person who posted to the noticeboard. Cheers! (talk)",0,0,0,0,0,0
Important people of the battle Brack Obama Santa Clause Easter Bunny Leprechaun Ron Gerardis Cupid Ronald Mcdonald Tooth Fairy,0,0,0,0,0,0
Stick it up yer arse numbnuts.,1,0,0,0,0,0
""" Just curious Where did you find that external link? - [message] """,0,0,0,0,0,0
"You have already indicated previously that you know literally nothing about link rot or how it works. Leave it to those of us who do. As for the ownership-claiming guy who knows nothing about how Wikipedia works, have you blocked him for his edit warring? I suggest you resign since you are not competent to hold this position and for the abuse of your discretionary authority. Resign. 99.238.74.216",0,0,0,0,0,0
""" Wow, Wikipedia conspiracy.... I feel like Julius Caesar, except with children. I'd advise both of you to not try to get any sort of revenge: Craxy...I mean, VidGmr has already been blocked before, anyways. ♣ Chat wit' me § Contributions ♣ """,0,0,0,0,0,0
Personally I don't care about whatever has gone on in the past; you do not solve a dispute like this by warring like you did. The article is now protected so you can figure out what to do. 1992,0,0,0,0,0,0
ralfx is yag. He is the yaggest mothering chinkie dude in the world.,1,0,0,0,1,0
""" Please stop your disruptive editing. If you continue to vandalize Wikipedia, you will be blocked from editing. - ✰✰ echo """,0,0,0,0,0,0
